Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
createContact,Chrome 109.0.0.0,,,2023-06-09 14:42:23,2023-06-09 14:44:03,1m - 40.374s,PASSED
,,,,,,,
Test Cases/createContact,Chrome 109.0.0.0,,,2023-06-09 14:42:24,2023-06-09 14:42:53,28.480s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-09 14:42:24,2023-06-09 14:42:25,0.141s,PASSED
Start setup action : login,Chrome 109.0.0.0,,,2023-06-09 14:42:25,2023-06-09 14:42:31,6.117s,PASSED
"verifyMatch(getUrl(), URL, false)",Chrome 109.0.0.0,,,2023-06-09 14:42:31,2023-06-09 14:42:31,0.049s,PASSED
"assert getWindowTitle() == ""Cogmento CRM""",Chrome 109.0.0.0,,,2023-06-09 14:42:31,2023-06-09 14:42:31,0.028s,PASSED
"doNotTextObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Text""",Chrome 109.0.0.0,,,2023-06-09 14:42:31,2023-06-09 14:42:31,0.001s,PASSED
"doNotMailObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Email""",Chrome 109.0.0.0,,,2023-06-09 14:42:31,2023-06-09 14:42:31,0.000s,PASSED
"doNotCallObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/Page_Cogmento CRM/label_Do not Call""",Chrome 109.0.0.0,,,2023-06-09 14:42:31,2023-06-09 14:42:31,0.000s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-09 14:42:31,2023-06-09 14:42:35,4.655s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/button_Create""))",Chrome 109.0.0.0,,,2023-06-09 14:42:35,2023-06-09 14:42:37,1.572s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_First Name_first_name""), FirstName)",Chrome 109.0.0.0,,,2023-06-09 14:42:37,2023-06-09 14:42:39,1.556s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_Last Name_last_name""), LastName)",Chrome 109.0.0.0,,,2023-06-09 14:42:39,2023-06-09 14:42:40,0.999s,PASSED
