Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
createContact,Chrome 109.0.0.0,,,2023-06-09 13:35:26,2023-06-09 13:36:23,57.409s,ERROR
,,,,,,,
Test Cases/createContact,Chrome 109.0.0.0,,,2023-06-09 13:35:27,2023-06-09 13:35:57,29.550s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-09 13:35:27,2023-06-09 13:35:27,0.136s,PASSED
Start setup action : login,Chrome 109.0.0.0,,,2023-06-09 13:35:27,2023-06-09 13:35:34,6.285s,PASSED
"verifyMatch(getUrl(), URL, false)",Chrome 109.0.0.0,,,2023-06-09 13:35:34,2023-06-09 13:35:34,0.047s,PASSED
"assert getWindowTitle() == ""Cogmento CRM""",Chrome 109.0.0.0,,,2023-06-09 13:35:34,2023-06-09 13:35:34,0.027s,PASSED
"doNotTextObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Text""",Chrome 109.0.0.0,,,2023-06-09 13:35:34,2023-06-09 13:35:34,0.000s,PASSED
"doNotMailObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Email""",Chrome 109.0.0.0,,,2023-06-09 13:35:34,2023-06-09 13:35:34,0.000s,PASSED
"doNotCallObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/Page_Cogmento CRM/label_Do not Call""",Chrome 109.0.0.0,,,2023-06-09 13:35:34,2023-06-09 13:35:34,0.000s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-09 13:35:34,2023-06-09 13:35:38,4.208s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/button_Create""))",Chrome 109.0.0.0,,,2023-06-09 13:35:38,2023-06-09 13:35:39,1.417s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_First Name_first_name""), FirstName)",Chrome 109.0.0.0,,,2023-06-09 13:35:39,2023-06-09 13:35:41,1.633s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_Last Name_last_name""), LastName)",Chrome 109.0.0.0,,,2023-06-09 13:35:41,2023-06-09 13:35:42,1.123s,PASSED
"setText(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/input_Middle Name(s)_middle_name""), MiddleName)",Chrome 109.0.0.0,,,2023-06-09 13:35:42,2023-06-09 13:35:43,1.206s,PASSED
