Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
createandupdatecontact,Chrome 109.0.0.0,,,2023-06-09 15:07:34,2023-06-09 15:08:53,1m - 19.060s,PASSED
,,,,,,,
Test Cases/createContact,Chrome 109.0.0.0,,,2023-06-09 15:07:35,2023-06-09 15:08:03,28.424s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-09 15:07:35,2023-06-09 15:07:35,0.118s,PASSED
Start setup action : login,Chrome 109.0.0.0,,,2023-06-09 15:07:35,2023-06-09 15:07:41,6.030s,PASSED
"verifyMatch(getUrl(), URL, false)",Chrome 109.0.0.0,,,2023-06-09 15:07:41,2023-06-09 15:07:41,0.037s,PASSED
"assert getWindowTitle() == ""Cogmento CRM""",Chrome 109.0.0.0,,,2023-06-09 15:07:41,2023-06-09 15:07:41,0.018s,PASSED
"doNotTextObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Text""",Chrome 109.0.0.0,,,2023-06-09 15:07:41,2023-06-09 15:07:41,0.001s,PASSED
"doNotMailObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Email""",Chrome 109.0.0.0,,,2023-06-09 15:07:41,2023-06-09 15:07:41,0.001s,PASSED
"doNotCallObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/Page_Cogmento CRM/label_Do not Call""",Chrome 109.0.0.0,,,2023-06-09 15:07:41,2023-06-09 15:07:41,0.001s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-09 15:07:41,2023-06-09 15:07:45,3.969s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/button_Create""))",Chrome 109.0.0.0,,,2023-06-09 15:07:45,2023-06-09 15:07:46,1.416s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_First Name_first_name""), FirstName)",Chrome 109.0.0.0,,,2023-06-09 15:07:46,2023-06-09 15:07:48,1.678s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_Last Name_last_name""), LastName)",Chrome 109.0.0.0,,,2023-06-09 15:07:48,2023-06-09 15:07:49,1.068s,PASSED
"setText(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/input_Middle Name(s)_middle_name""), MiddleName)",Chrome 109.0.0.0,,,2023-06-09 15:07:49,2023-06-09 15:07:50,1.266s,PASSED
"setText(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/input_Email_value""), Email)",Chrome 109.0.0.0,,,2023-06-09 15:07:50,2023-06-09 15:07:51,1.151s,PASSED
"com.LoginCogmento.DoNotText(doNotCallObject, Call, ""Do not Call"")",Chrome 109.0.0.0,,,2023-06-09 15:07:51,2023-06-09 15:07:52,0.427s,PASSED
"com.LoginCogmento.DoNotText(doNotTextObject, Text, ""Do not Text"")",Chrome 109.0.0.0,,,2023-06-09 15:07:52,2023-06-09 15:07:52,0.572s,PASSED
"com.LoginCogmento.DoNotText(doNotMailObject, DoEmail, ""Do not Mail"")",Chrome 109.0.0.0,,,2023-06-09 15:07:52,2023-06-09 15:07:52,0.002s,PASSED
"setText(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/input_Birthday_day""), BirthDay)",Chrome 109.0.0.0,,,2023-06-09 15:07:52,2023-06-09 15:07:53,0.919s,PASSED
"click(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/div_October JanuaryFebruaryMarchAprilMayJun_aa3d2b""))",Chrome 109.0.0.0,,,2023-06-09 15:07:53,2023-06-09 15:07:54,0.562s,PASSED
"click(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/span_December"", [""EmpMonth"":BirthMonth]))",Chrome 109.0.0.0,,,2023-06-09 15:07:54,2023-06-09 15:07:54,0.522s,PASSED
"setText(findTestObject(""Object Repository/cogmento/test/Page_Cogmento CRM/input_December_year""), BirthYear)",Chrome 109.0.0.0,,,2023-06-09 15:07:54,2023-06-09 15:07:56,1.096s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/button_Save""))",Chrome 109.0.0.0,,,2023-06-09 15:07:56,2023-06-09 15:07:56,0.525s,PASSED
try,Chrome 109.0.0.0,,,2023-06-09 15:07:56,2023-06-09 15:08:00,3.707s,PASSED
Start tear down : logout,Chrome 109.0.0.0,,,2023-06-09 15:08:00,2023-06-09 15:08:03,3.309s,PASSED
Start listener action : assertmessage,Chrome 109.0.0.0,,,2023-06-09 15:08:03,2023-06-09 15:08:03,0.001s,PASSED
,,,,,,,
Test Cases/createContact,Chrome 109.0.0.0,,,2023-06-09 15:08:03,2023-06-09 15:08:27,24.221s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-09 15:08:03,2023-06-09 15:08:03,0.011s,PASSED
Start setup action : login,Chrome 109.0.0.0,,,2023-06-09 15:08:03,2023-06-09 15:08:07,3.603s,PASSED
"verifyMatch(getUrl(), URL, false)",Chrome 109.0.0.0,,,2023-06-09 15:08:07,2023-06-09 15:08:07,0.009s,PASSED
"assert getWindowTitle() == ""Cogmento CRM""",Chrome 109.0.0.0,,,2023-06-09 15:08:07,2023-06-09 15:08:07,0.005s,PASSED
"doNotTextObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Text""",Chrome 109.0.0.0,,,2023-06-09 15:08:07,2023-06-09 15:08:07,0.000s,PASSED
