Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create And Update Contact,Chrome 109.0.0.0,,,2023-06-09 15:30:14,2023-06-09 15:30:36,21.129s,PASSED
,,,,,,,
Test Cases/updateContact,Chrome 109.0.0.0,,,2023-06-09 15:30:15,2023-06-09 15:30:36,20.062s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-09 15:30:15,2023-06-09 15:30:16,0.124s,PASSED
Start setup action : login,Chrome 109.0.0.0,,,2023-06-09 15:30:16,2023-06-09 15:30:21,5.621s,PASSED
"verifyMatch(getUrl(), URL, false)",Chrome 109.0.0.0,,,2023-06-09 15:30:21,2023-06-09 15:30:21,0.031s,PASSED
"assert getWindowTitle() == ""Cogmento CRM""",Chrome 109.0.0.0,,,2023-06-09 15:30:21,2023-06-09 15:30:21,0.011s,PASSED
"click(findTestObject(""Object Repository/cogmento/updateContact/Page_Cogmento CRM/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-09 15:30:21,2023-06-09 15:30:25,4.127s,PASSED
"mouseOver(findTestObject(""cogmento/createContact/i_Free account_settings icon""))",Chrome 109.0.0.0,,,2023-06-09 15:30:25,2023-06-09 15:30:27,1.357s,PASSED
"click(findTestObject(""Object Repository/cogmento/updateContact/Page_Cogmento CRM/a_Kunj Prafulkumar Kaneria""))",Chrome 109.0.0.0,,,2023-06-09 15:30:27,2023-06-09 15:30:27,0.372s,PASSED
"click(findTestObject(""Object Repository/cogmento/updateContact/Page_Cogmento CRM/i_Kunj Kaneria_edit icon""))",Chrome 109.0.0.0,,,2023-06-09 15:30:27,2023-06-09 15:30:29,2.102s,PASSED
"click(findTestObject(""Object Repository/cogmento/updateContact/Page_Cogmento CRM/button_Public""))",Chrome 109.0.0.0,,,2023-06-09 15:30:29,2023-06-09 15:30:30,1.145s,PASSED
"click(findTestObject(""Object Repository/cogmento/updateContact/Page_Cogmento CRM/button_Save""))",Chrome 109.0.0.0,,,2023-06-09 15:30:30,2023-06-09 15:30:31,0.479s,PASSED
"verifyTextPresent(""Only you can see this record."", false)",Chrome 109.0.0.0,,,2023-06-09 15:30:31,2023-06-09 15:30:32,1.322s,PASSED
Start tear down : logout,Chrome 109.0.0.0,,,2023-06-09 15:30:32,2023-06-09 15:30:36,3.338s,PASSED
Start listener action : assertmessage,Chrome 109.0.0.0,,,2023-06-09 15:30:36,2023-06-09 15:30:36,0.003s,PASSED
