Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
createContact,Chrome 109.0.0.0,,,2023-06-09 14:50:41,2023-06-09 14:52:29,1m - 47.739s,PASSED
,,,,,,,
Test Cases/createContact,Chrome 109.0.0.0,,,2023-06-09 14:50:42,2023-06-09 14:51:12,29.943s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-09 14:50:42,2023-06-09 14:50:43,0.119s,PASSED
Start setup action : login,Chrome 109.0.0.0,,,2023-06-09 14:50:43,2023-06-09 14:50:49,6.009s,PASSED
"verifyMatch(getUrl(), URL, false)",Chrome 109.0.0.0,,,2023-06-09 14:50:49,2023-06-09 14:50:49,0.031s,PASSED
"assert getWindowTitle() == ""Cogmento CRM""",Chrome 109.0.0.0,,,2023-06-09 14:50:49,2023-06-09 14:50:49,0.014s,PASSED
"doNotTextObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Text""",Chrome 109.0.0.0,,,2023-06-09 14:50:49,2023-06-09 14:50:49,0.001s,PASSED
"doNotMailObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/label_Do not Email""",Chrome 109.0.0.0,,,2023-06-09 14:50:49,2023-06-09 14:50:49,0.000s,PASSED
"doNotCallObject = ""Object Repository/cogmento/test/Page_Cogmento CRM/Page_Cogmento CRM/label_Do not Call""",Chrome 109.0.0.0,,,2023-06-09 14:50:49,2023-06-09 14:50:49,0.000s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-09 14:50:49,2023-06-09 14:50:53,3.997s,PASSED
"click(findTestObject(""Object Repository/cogmento/createContact/button_Create""))",Chrome 109.0.0.0,,,2023-06-09 14:50:53,2023-06-09 14:50:54,1.551s,PASSED
"setText(findTestObject(""Object Repository/cogmento/createContact/input_First Name_first_name""), FirstName)",Chrome 109.0.0.0,,,2023-06-09 14:50:54,2023-06-09 14:50:56,2.109s,PASSED
